"anio","variable","unidad","codigo_variable","valor","fuente"
1977,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1978,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1979,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1984,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1985,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1986,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1987,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1988,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1989,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1990,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1991,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1992,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1993,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1994,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1995,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1996,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
1997,"Exportación de gas natural","MMBTU","X_gas_sesco",23677189.9525,"Sec. Energía - SESCO"
1998,"Exportación de gas natural","MMBTU","X_gas_sesco",70072162.9124,"Sec. Energía - SESCO"
1999,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
2000,"Exportación de gas natural","MMBTU","X_gas_sesco",NA,"Sec. Energía - SESCO"
2001,"Exportación de gas natural","MMBTU","X_gas_sesco",218163711.5595,"Sec. Energía - SESCO"
2002,"Exportación de gas natural","MMBTU","X_gas_sesco",206375680.921,"Sec. Energía - SESCO"
2003,"Exportación de gas natural","MMBTU","X_gas_sesco",228056754.89,"Sec. Energía - SESCO"
2004,"Exportación de gas natural","MMBTU","X_gas_sesco",259389465.55,"Sec. Energía - SESCO"
2005,"Exportación de gas natural","MMBTU","X_gas_sesco",232983553.7922,"Sec. Energía - SESCO"
2006,"Exportación de gas natural","MMBTU","X_gas_sesco",108281712.3212,"Sec. Energía - SESCO"
2007,"Exportación de gas natural","MMBTU","X_gas_sesco",43949412.7168,"Sec. Energía - SESCO"
2008,"Exportación de gas natural","MMBTU","X_gas_sesco",24637140.419819,"Sec. Energía - SESCO"
2009,"Exportación de gas natural","MMBTU","X_gas_sesco",27432246.5851,"Sec. Energía - SESCO"
2010,"Exportación de gas natural","MMBTU","X_gas_sesco",14161785.2454,"Sec. Energía - SESCO"
2011,"Exportación de gas natural","MMBTU","X_gas_sesco",5383011.372,"Sec. Energía - SESCO"
2012,"Exportación de gas natural","MMBTU","X_gas_sesco",2447846.9065,"Sec. Energía - SESCO"
2013,"Exportación de gas natural","MMBTU","X_gas_sesco",2157175.4458,"Sec. Energía - SESCO"
2014,"Exportación de gas natural","MMBTU","X_gas_sesco",910251.1303,"Sec. Energía - SESCO"
2015,"Exportación de gas natural","MMBTU","X_gas_sesco",798427.4373,"Sec. Energía - SESCO"
2016,"Exportación de gas natural","MMBTU","X_gas_sesco",984007.6916,"Sec. Energía - SESCO"
2017,"Exportación de gas natural","MMBTU","X_gas_sesco",2408075.1731,"Sec. Energía - SESCO"
2018,"Exportación de gas natural","MMBTU","X_gas_sesco",11131761.3138,"Sec. Energía - SESCO"
2019,"Exportación de gas natural","MMBTU","X_gas_sesco",42764835.8967,"Sec. Energía - SESCO"
2020,"Exportación de gas natural","MMBTU","X_gas_sesco",18946714.8243,"Sec. Energía - SESCO"
1962,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1963,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1964,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1965,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1966,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1967,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1968,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1969,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1970,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1971,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1972,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1974,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1975,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1976,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1977,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1978,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1979,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1984,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1985,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1986,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1987,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1988,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1989,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1990,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1991,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1992,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1993,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1994,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1995,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1996,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1997,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1998,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1999,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2000,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2001,"Exportación de gas natural","MMBTU","X_gas_mecon",213616714.5,"MECON"
2002,"Exportación de gas natural","MMBTU","X_gas_mecon",206375731.4,"MECON"
2003,"Exportación de gas natural","MMBTU","X_gas_mecon",228057062,"MECON"
2004,"Exportación de gas natural","MMBTU","X_gas_mecon",259389553.8,"MECON"
2005,"Exportación de gas natural","MMBTU","X_gas_mecon",232983812.4,"MECON"
2006,"Exportación de gas natural","MMBTU","X_gas_mecon",222398825,"MECON"
2007,"Exportación de gas natural","MMBTU","X_gas_mecon",93978095.7,"MECON"
2008,"Exportación de gas natural","MMBTU","X_gas_mecon",35663731.2,"MECON"
2009,"Exportación de gas natural","MMBTU","X_gas_mecon",31218719.9,"MECON"
2010,"Exportación de gas natural","MMBTU","X_gas_mecon",16438857,"MECON"
2011,"Exportación de gas natural","MMBTU","X_gas_mecon",7066212.8,"MECON"
2012,"Exportación de gas natural","MMBTU","X_gas_mecon",3773111.1,"MECON"
2013,"Exportación de gas natural","MMBTU","X_gas_mecon",3082996.1,"MECON"
2014,"Exportación de gas natural","MMBTU","X_gas_mecon",2235478.4,"MECON"
2015,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2016,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2017,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2018,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2019,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
2020,"Exportación de gas natural","MMBTU","X_gas_mecon",NA,"MECON"
1962,"Exportación de gas natural","MMBTU","X_gas_comtrade",4771321.96146542,"UN-Comtrade"
1963,"Exportación de gas natural","MMBTU","X_gas_comtrade",892392.334056986,"UN-Comtrade"
1964,"Exportación de gas natural","MMBTU","X_gas_comtrade",51932.1913161464,"UN-Comtrade"
1965,"Exportación de gas natural","MMBTU","X_gas_comtrade",25759.5164179104,"UN-Comtrade"
1966,"Exportación de gas natural","MMBTU","X_gas_comtrade",24759.669063772,"UN-Comtrade"
1967,"Exportación de gas natural","MMBTU","X_gas_comtrade",82001.2773405699,"UN-Comtrade"
1968,"Exportación de gas natural","MMBTU","X_gas_comtrade",47634.8833107192,"UN-Comtrade"
1969,"Exportación de gas natural","MMBTU","X_gas_comtrade",4808.75088195387,"UN-Comtrade"
1970,"Exportación de gas natural","MMBTU","X_gas_comtrade",4.6459972862958,"UN-Comtrade"
1971,"Exportación de gas natural","MMBTU","X_gas_comtrade",188905.291723202,"UN-Comtrade"
1972,"Exportación de gas natural","MMBTU","X_gas_comtrade",34871.8976933514,"UN-Comtrade"
1974,"Exportación de gas natural","MMBTU","X_gas_comtrade",32198.6770691995,"UN-Comtrade"
1975,"Exportación de gas natural","MMBTU","X_gas_comtrade",145431.545590231,"UN-Comtrade"
1976,"Exportación de gas natural","MMBTU","X_gas_comtrade",422307.550610584,"UN-Comtrade"
1977,"Exportación de gas natural","MMBTU","X_gas_comtrade",435724.807598372,"UN-Comtrade"
1978,"Exportación de gas natural","MMBTU","X_gas_comtrade",259906.523880597,"UN-Comtrade"
1979,"Exportación de gas natural","MMBTU","X_gas_comtrade",28.2112618724559,"UN-Comtrade"
1984,"Exportación de gas natural","MMBTU","X_gas_comtrade",2345801.38941655,"UN-Comtrade"
1985,"Exportación de gas natural","MMBTU","X_gas_comtrade",1091337.86540027,"UN-Comtrade"
1986,"Exportación de gas natural","MMBTU","X_gas_comtrade",967665.440976933,"UN-Comtrade"
1987,"Exportación de gas natural","MMBTU","X_gas_comtrade",28824.9166892809,"UN-Comtrade"
1988,"Exportación de gas natural","MMBTU","X_gas_comtrade",2306456.97693352,"UN-Comtrade"
1989,"Exportación de gas natural","MMBTU","X_gas_comtrade",6235642.97964721,"UN-Comtrade"
1990,"Exportación de gas natural","MMBTU","X_gas_comtrade",4092882.9753053,"UN-Comtrade"
1991,"Exportación de gas natural","MMBTU","X_gas_comtrade",8283346.83744913,"UN-Comtrade"
1992,"Exportación de gas natural","MMBTU","X_gas_comtrade",12087209.6976933,"UN-Comtrade"
1993,"Exportación de gas natural","MMBTU","X_gas_comtrade",20222378.1514247,"UN-Comtrade"
1994,"Exportación de gas natural","MMBTU","X_gas_comtrade",24059246.1763908,"UN-Comtrade"
1995,"Exportación de gas natural","MMBTU","X_gas_comtrade",22092948.2377205,"UN-Comtrade"
1996,"Exportación de gas natural","MMBTU","X_gas_comtrade",26379148.7652646,"UN-Comtrade"
1997,"Exportación de gas natural","MMBTU","X_gas_comtrade",62026522.9894165,"UN-Comtrade"
1998,"Exportación de gas natural","MMBTU","X_gas_comtrade",96988749.5989145,"UN-Comtrade"
1999,"Exportación de gas natural","MMBTU","X_gas_comtrade",160219474.755766,"UN-Comtrade"
2000,"Exportación de gas natural","MMBTU","X_gas_comtrade",183701028.912347,"UN-Comtrade"
2001,"Exportación de gas natural","MMBTU","X_gas_comtrade",236754218.14057,"UN-Comtrade"
2002,"Exportación de gas natural","MMBTU","X_gas_comtrade",249524875.496879,"UN-Comtrade"
2003,"Exportación de gas natural","MMBTU","X_gas_comtrade",284007715.030529,"UN-Comtrade"
2004,"Exportación de gas natural","MMBTU","X_gas_comtrade",324055964.921574,"UN-Comtrade"
2005,"Exportación de gas natural","MMBTU","X_gas_comtrade",288677564.866893,"UN-Comtrade"
2006,"Exportación de gas natural","MMBTU","X_gas_comtrade",301171645.046811,"UN-Comtrade"
2007,"Exportación de gas natural","MMBTU","X_gas_comtrade",171269936.002442,"UN-Comtrade"
2008,"Exportación de gas natural","MMBTU","X_gas_comtrade",105451466.08209,"UN-Comtrade"
2009,"Exportación de gas natural","MMBTU","X_gas_comtrade",107648635.169064,"UN-Comtrade"
2010,"Exportación de gas natural","MMBTU","X_gas_comtrade",80687274.2118047,"UN-Comtrade"
2011,"Exportación de gas natural","MMBTU","X_gas_comtrade",68435655.0754408,"UN-Comtrade"
2012,"Exportación de gas natural","MMBTU","X_gas_comtrade",50707335.3917233,"UN-Comtrade"
2013,"Exportación de gas natural","MMBTU","X_gas_comtrade",44304042.2226595,"UN-Comtrade"
2014,"Exportación de gas natural","MMBTU","X_gas_comtrade",42903025.408141,"UN-Comtrade"
2015,"Exportación de gas natural","MMBTU","X_gas_comtrade",43451647.4229309,"UN-Comtrade"
2016,"Exportación de gas natural","MMBTU","X_gas_comtrade",45178453.6850744,"UN-Comtrade"
2017,"Exportación de gas natural","MMBTU","X_gas_comtrade",44544764.4179104,"UN-Comtrade"
2018,"Exportación de gas natural","MMBTU","X_gas_comtrade",24030548.2822252,"UN-Comtrade"
2019,"Exportación de gas natural","MMBTU","X_gas_comtrade",98218423.5183174,"UN-Comtrade"
2020,"Exportación de gas natural","MMBTU","X_gas_comtrade",NA,"UN-Comtrade"
1962,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1963,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1964,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1965,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1966,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1967,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1968,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1969,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1970,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1971,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1972,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1974,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1975,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1976,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1977,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1978,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1979,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1984,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1985,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1986,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1987,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1988,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1989,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1990,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1991,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1992,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1993,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1994,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1995,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1996,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
1997,"Exportación de gas natural","USD","X_gas_sesco",24951113,"Sec. Energía - SESCO"
1998,"Exportación de gas natural","USD","X_gas_sesco",84733205.438,"Sec. Energía - SESCO"
1999,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
2000,"Exportación de gas natural","USD","X_gas_sesco",NA,"Sec. Energía - SESCO"
2001,"Exportación de gas natural","USD","X_gas_sesco",315606000,"Sec. Energía - SESCO"
2002,"Exportación de gas natural","USD","X_gas_sesco",264328690,"Sec. Energía - SESCO"
2003,"Exportación de gas natural","USD","X_gas_sesco",320289800,"Sec. Energía - SESCO"
2004,"Exportación de gas natural","USD","X_gas_sesco",392413300,"Sec. Energía - SESCO"
2005,"Exportación de gas natural","USD","X_gas_sesco",432968664,"Sec. Energía - SESCO"
2006,"Exportación de gas natural","USD","X_gas_sesco",293471326.2,"Sec. Energía - SESCO"
2007,"Exportación de gas natural","USD","X_gas_sesco",218367547,"Sec. Energía - SESCO"
2008,"Exportación de gas natural","USD","X_gas_sesco",309496677.86,"Sec. Energía - SESCO"
2009,"Exportación de gas natural","USD","X_gas_sesco",275142247.8,"Sec. Energía - SESCO"
2010,"Exportación de gas natural","USD","X_gas_sesco",170923990.4,"Sec. Energía - SESCO"
2011,"Exportación de gas natural","USD","X_gas_sesco",90425573.81,"Sec. Energía - SESCO"
2012,"Exportación de gas natural","USD","X_gas_sesco",48267576.2,"Sec. Energía - SESCO"
2013,"Exportación de gas natural","USD","X_gas_sesco",49764420.31,"Sec. Energía - SESCO"
2014,"Exportación de gas natural","USD","X_gas_sesco",20850719.92,"Sec. Energía - SESCO"
2015,"Exportación de gas natural","USD","X_gas_sesco",17556889.55,"Sec. Energía - SESCO"
2016,"Exportación de gas natural","USD","X_gas_sesco",17490393.31,"Sec. Energía - SESCO"
2017,"Exportación de gas natural","USD","X_gas_sesco",26405174.218,"Sec. Energía - SESCO"
2018,"Exportación de gas natural","USD","X_gas_sesco",71995265.194,"Sec. Energía - SESCO"
2019,"Exportación de gas natural","USD","X_gas_sesco",191542080.322,"Sec. Energía - SESCO"
2020,"Exportación de gas natural","USD","X_gas_sesco",63827950.5,"Sec. Energía - SESCO"
1962,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1963,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1964,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1965,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1966,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1967,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1968,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1969,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1970,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1971,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1972,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1974,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1975,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1976,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1977,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1978,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1979,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1984,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1985,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1986,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1987,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1988,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1989,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1990,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1991,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1992,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1993,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
1994,"Exportación de gas natural","USD","X_gas_mecon",NA,"MECON"
